タイムスタンプ,e+アカウントに登録した住所の都道府県を教えてください。（任意）,全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [名古屋1日目],全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [名古屋2日目],全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [神戸1日目],全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [神戸2日目],全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [埼玉1日目],全6公演について、【申込に使ったシリアルの延べ枚数】を教えてください。 [埼玉2日目],全6公演について、当選したチケットの枚数を教えてください。 [名古屋1日目],全6公演について、当選したチケットの枚数を教えてください。 [名古屋2日目],全6公演について、当選したチケットの枚数を教えてください。 [神戸1日目],全6公演について、当選したチケットの枚数を教えてください。 [神戸2日目],全6公演について、当選したチケットの枚数を教えてください。 [埼玉1日目],全6公演について、当選したチケットの枚数を教えてください。 [埼玉2日目]
2017/04/29 8:26:34 午後 GMT+9,愛知県,3,3,1,1,1,1,0,2,0,0,2,0
2017/04/29 8:27:02 午後 GMT+9,滋賀県,0,0,1,1,0,0,0,0,0,0,0,0
2017/04/29 8:27:04 午後 GMT+9,京都府,3,3,1,1,3,3,2,0,0,0,2,0
2017/04/29 8:27:15 午後 GMT+9,埼玉県,5,5,3,3,2,2,0,2,0,0,0,2
2017/04/29 8:27:46 午後 GMT+9,,20,20,10,10,10,10,0,2,0,2,0,2
2017/04/29 8:28:17 午後 GMT+9,京都府,0,0,3,3,0,0,0,0,0,0,0,0
2017/04/29 8:28:21 午後 GMT+9,北海道,1,0,0,1,0,1,0,0,0,0,0,2
2017/04/29 8:28:27 午後 GMT+9,東京都,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 8:28:49 午後 GMT+9,静岡県,2,2,2,2,2,2,0,0,0,0,2,0
2017/04/29 8:30:02 午後 GMT+9,福井県,1,1,1,1,0,0,0,0,1,0,0,0
2017/04/29 8:30:20 午後 GMT+9,東京都,0,0,0,0,3,3,0,0,0,0,2,0
2017/04/29 8:30:21 午後 GMT+9,神奈川県,1,1,1,1,1,1,0,2,0,0,0,2
2017/04/29 8:30:35 午後 GMT+9,岐阜県,0,0,0,0,1,0,0,0,0,0,2,0
2017/04/29 8:30:38 午後 GMT+9,埼玉県,1,1,1,1,3,3,0,0,0,0,2,2
2017/04/29 8:30:53 午後 GMT+9,東京都,1,1,1,1,2,2,0,0,0,0,2,0
2017/04/29 8:32:09 午後 GMT+9,群馬県,0,1,0,0,1,1,0,0,0,0,1,0
2017/04/29 8:32:17 午後 GMT+9,大阪府,8,0,13,0,0,5,0,0,0,0,0,2
2017/04/29 8:32:27 午後 GMT+9,奈良県,0,0,1,1,0,0,0,0,0,1,0,0
2017/04/29 8:33:03 午後 GMT+9,東京都,0,0,0,0,8,8,0,0,0,0,2,0
2017/04/29 8:33:32 午後 GMT+9,愛知県,3,3,0,0,0,0,2,0,0,0,0,0
2017/04/29 8:34:28 午後 GMT+9,栃木県,5,5,5,5,4,4,0,0,0,0,2,0
2017/04/29 8:34:34 午後 GMT+9,大阪府,4,4,15,15,9,9,0,0,0,0,2,0
2017/04/29 8:35:25 午後 GMT+9,神奈川県,2,1,1,1,2,3,0,0,2,0,0,2
2017/04/29 8:36:52 午後 GMT+9,,0,5,0,5,3,0,0,0,0,0,2,0
2017/04/29 8:37:20 午後 GMT+9,京都府,0,0,1,1,0,0,0,0,0,0,0,0
2017/04/29 8:38:08 午後 GMT+9,千葉県,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/29 8:38:10 午後 GMT+9,三重県,8,8,1,1,0,6,0,2,0,0,0,2
2017/04/29 8:39:16 午後 GMT+9,東京都,0,0,0,0,8,8,0,0,0,0,0,2
2017/04/29 8:39:43 午後 GMT+9,千葉県,1,1,1,1,1,1,0,0,0,0,0,2
2017/04/29 8:40:46 午後 GMT+9,東京都,2,2,0,0,2,2,0,0,0,0,0,0
2017/04/29 8:42:00 午後 GMT+9,,5,0,0,0,0,0,2,0,0,0,0,0
2017/04/29 8:42:18 午後 GMT+9,東京都,6,6,0,0,0,0,2,0,0,0,0,0
2017/04/29 8:42:19 午後 GMT+9,北海道,1,1,0,0,1,1,0,2,0,0,0,2
2017/04/29 8:42:28 午後 GMT+9,山口県,0,0,0,5,0,0,0,0,0,0,0,0
2017/04/29 8:42:51 午後 GMT+9,東京都,0,0,6,6,0,0,0,0,0,0,0,0
2017/04/29 8:43:12 午後 GMT+9,山口県,0,0,0,0,0,3,0,0,0,0,0,2
2017/04/29 8:43:16 午後 GMT+9,千葉県,0,0,1,1,0,0,0,0,0,0,0,0
2017/04/29 8:43:30 午後 GMT+9,東京都,0,0,0,0,4,4,0,0,0,0,0,1
2017/04/29 8:43:31 午後 GMT+9,,0,1,0,0,0,2,0,0,0,0,0,2
2017/04/29 8:43:42 午後 GMT+9,長野県,1,0,0,0,0,0,2,0,0,0,0,0
2017/04/29 8:43:53 午後 GMT+9,埼玉県,4,4,0,0,4,4,0,2,0,0,0,2
2017/04/29 8:44:02 午後 GMT+9,東京都,1,1,1,1,1,1,2,0,0,0,0,2
2017/04/29 8:44:06 午後 GMT+9,千葉県,0,0,0,0,0,1,0,0,0,0,0,1
2017/04/29 8:44:33 午後 GMT+9,東京都,5,5,1,1,1,1,0,0,0,2,2,0
2017/04/29 8:46:30 午後 GMT+9,東京都,0,0,0,0,3,3,0,0,0,0,2,0
2017/04/29 8:46:38 午後 GMT+9,,3,3,1,1,1,1,0,0,0,1,0,1
2017/04/29 8:46:52 午後 GMT+9,,1,1,1,1,0,0,0,0,0,2,0,0
2017/04/29 8:47:41 午後 GMT+9,茨城県,2,2,2,2,6,6,0,0,0,0,0,2
2017/04/29 8:48:28 午後 GMT+9,,7,7,0,0,0,0,2,0,0,0,0,0
2017/04/29 8:49:13 午後 GMT+9,東京都,1,1,0,0,1,1,0,0,0,0,2,0
2017/04/29 8:49:28 午後 GMT+9,神奈川県,0,0,0,0,2,2,0,0,0,0,2,0
2017/04/29 8:50:24 午後 GMT+9,茨城県,1,1,0,0,2,2,0,2,0,0,0,2
2017/04/29 8:51:24 午後 GMT+9,東京都,2,2,0,0,4,4,2,0,0,0,0,2
2017/04/29 8:52:05 午後 GMT+9,栃木県,1,1,1,1,4,4,0,0,0,1,1,0
2017/04/29 8:53:31 午後 GMT+9,東京都,0,0,0,0,0,1,0,0,0,0,0,2
2017/04/29 8:53:34 午後 GMT+9,埼玉県,0,6,0,0,3,3,0,0,0,0,1,0
2017/04/29 8:54:17 午後 GMT+9,埼玉県,1,1,1,1,5,5,0,0,0,0,0,2
2017/04/29 8:55:25 午後 GMT+9,埼玉県,0,0,0,0,2,0,0,0,0,0,2,0
2017/04/29 8:55:58 午後 GMT+9,兵庫県,0,0,3,3,0,0,0,0,0,0,0,0
2017/04/29 8:57:46 午後 GMT+9,長野県,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 9:00:06 午後 GMT+9,群馬県,0,0,0,0,1,1,0,0,0,0,0,0
2017/04/29 9:00:18 午後 GMT+9,東京都,1,1,1,1,1,1,0,2,0,0,2,0
2017/04/29 9:00:34 午後 GMT+9,,3,3,1,1,1,1,0,0,2,0,2,0
2017/04/29 9:00:47 午後 GMT+9,千葉県,4,4,3,3,4,4,0,0,2,0,0,2
2017/04/29 9:01:27 午後 GMT+9,神奈川県,2,2,1,1,4,4,0,0,0,0,0,2
2017/04/29 9:01:42 午後 GMT+9,東京都,3,3,3,3,3,3,2,0,2,0,0,2
2017/04/29 9:02:18 午後 GMT+9,東京都,5,5,4,4,5,5,2,0,0,0,0,2
2017/04/29 9:02:47 午後 GMT+9,千葉県,3,3,0,0,3,3,2,0,0,0,0,2
2017/04/29 9:04:39 午後 GMT+9,埼玉県,0,0,0,0,0,0,0,0,0,0,0,0
2017/04/29 9:05:06 午後 GMT+9,神奈川県,0,0,2,2,2,2,0,0,0,0,2,0
2017/04/29 9:05:22 午後 GMT+9,東京都,1,1,1,1,0,1,0,2,0,2,0,2
2017/04/29 9:06:07 午後 GMT+9,北海道,0,0,0,0,2,2,0,0,0,0,2,0
2017/04/29 9:09:46 午後 GMT+9,神奈川県,1,1,0,0,0,0,0,0,0,0,0,0
2017/04/29 9:10:22 午後 GMT+9,神奈川県,0,0,1,1,0,0,0,0,0,0,0,0
2017/04/29 9:10:28 午後 GMT+9,神奈川県,7,7,3,3,3,3,0,2,0,0,0,2
2017/04/29 9:10:38 午後 GMT+9,神奈川県,4,4,2,2,3,3,0,0,0,0,0,2
2017/04/29 9:10:42 午後 GMT+9,石川県,5,5,2,2,3,3,2,0,0,0,0,2
2017/04/29 9:10:56 午後 GMT+9,神奈川県,0,0,0,0,1,1,0,0,0,0,2,0
2017/04/29 9:11:04 午後 GMT+9,神奈川県,2,2,2,2,0,0,2,0,0,0,0,0
2017/04/29 9:11:15 午後 GMT+9,埼玉県,0,0,0,0,3,3,0,0,0,0,0,2
2017/04/29 9:13:04 午後 GMT+9,東京都,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 9:13:30 午後 GMT+9,東京都,1,1,1,1,1,1,0,2,0,0,2,0
2017/04/29 9:14:41 午後 GMT+9,埼玉県,0,0,0,0,2,2,0,0,0,0,0,2
2017/04/29 9:17:01 午後 GMT+9,東京都,5,5,5,5,5,5,0,0,2,0,0,2
2017/04/29 9:17:10 午後 GMT+9,東京都,1,0,1,0,1,1,0,0,0,0,2,0
2017/04/29 9:19:16 午後 GMT+9,愛知県,1,1,0,0,0,0,0,0,0,0,0,0
2017/04/29 9:20:31 午後 GMT+9,愛知県,0,0,2,2,2,2,0,0,0,0,2,0
2017/04/29 9:20:49 午後 GMT+9,千葉県,1,1,1,1,1,1,2,0,0,0,2,0
2017/04/29 9:21:41 午後 GMT+9,静岡県,1,1,1,1,1,1,0,0,0,0,0,2
2017/04/29 9:21:47 午後 GMT+9,愛知県,6,6,2,2,4,4,0,2,0,0,2,0
2017/04/29 9:22:21 午後 GMT+9,神奈川県,0,2,0,1,0,2,0,0,0,0,0,2
2017/04/29 9:22:27 午後 GMT+9,埼玉県,3,3,7,7,6,6,0,0,0,0,2,0
2017/04/29 9:23:08 午後 GMT+9,茨城県,0,3,0,3,0,3,0,2,0,0,0,2
2017/04/29 9:23:16 午後 GMT+9,東京都,2,2,3,3,8,8,0,0,0,0,0,1
2017/04/29 9:23:33 午後 GMT+9,静岡県,1,1,0,0,1,1,0,0,0,0,2,0
2017/04/29 9:23:50 午後 GMT+9,愛知県,3,3,3,3,2,2,0,0,0,0,2,0
2017/04/29 9:24:30 午後 GMT+9,静岡県,1,1,1,1,1,1,0,0,0,0,1,0
2017/04/29 9:26:37 午後 GMT+9,愛知県,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/29 9:28:46 午後 GMT+9,愛知県,1,1,2,0,0,4,0,0,0,0,0,1
2017/04/29 9:29:18 午後 GMT+9,大阪府,0,0,1,0,0,0,0,0,0,0,0,0
2017/04/29 9:31:47 午後 GMT+9,愛知県,1,1,1,1,1,1,0,1,0,0,0,1
2017/04/29 9:38:10 午後 GMT+9,宮城県,10,10,10,10,10,10,0,0,0,0,0,0
2017/04/29 9:38:46 午後 GMT+9,富山県,1,1,3,3,1,1,0,0,0,0,2,0
2017/04/29 9:38:50 午後 GMT+9,大阪府,2,2,3,3,5,5,0,0,0,0,2,0
2017/04/29 9:38:59 午後 GMT+9,宮城県,10,10,0,0,10,10,0,0,0,0,0,2
2017/04/29 9:39:50 午後 GMT+9,東京都,3,3,1,1,3,3,0,1,0,0,1,0
2017/04/29 9:40:04 午後 GMT+9,新潟県,0,0,0,0,0,1,0,0,0,0,0,2
2017/04/29 9:40:45 午後 GMT+9,埼玉県,0,0,0,0,6,6,0,0,0,0,2,0
2017/04/29 9:41:08 午後 GMT+9,埼玉県,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 9:41:11 午後 GMT+9,埼玉県,0,0,0,0,1,1,0,0,0,0,0,1
2017/04/29 9:41:45 午後 GMT+9,埼玉県,1,1,4,4,4,4,0,0,0,2,2,0
2017/04/29 9:42:39 午後 GMT+9,神奈川県,1,1,1,1,1,1,0,0,0,0,0,0
2017/04/29 9:42:59 午後 GMT+9,神奈川県,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 9:49:39 午後 GMT+9,東京都,1,1,1,1,3,3,0,0,0,0,0,2
2017/04/29 9:49:55 午後 GMT+9,東京都,0,0,0,0,1,1,0,0,0,0,2,0
2017/04/29 9:50:46 午後 GMT+9,静岡県,1,1,0,0,2,2,0,0,0,0,1,0
2017/04/29 9:51:03 午後 GMT+9,栃木県,0,0,0,0,0,1,0,0,0,0,0,1
2017/04/29 9:51:22 午後 GMT+9,東京都,8,8,1,1,4,4,0,0,0,0,0,2
2017/04/29 9:53:29 午後 GMT+9,三重県,2,2,0,0,2,2,0,0,0,0,2,0
2017/04/29 9:54:07 午後 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,1,0
2017/04/29 9:54:56 午後 GMT+9,埼玉県,0,0,0,0,1,1,0,0,0,0,2,0
2017/04/29 9:56:14 午後 GMT+9,東京都,7,7,4,4,4,4,2,0,0,0,0,2
2017/04/29 9:56:33 午後 GMT+9,東京都,4,4,7,7,0,0,0,0,2,0,2,0
2017/04/29 9:59:27 午後 GMT+9,三重県,7,7,6,6,4,4,0,0,0,0,0,2
2017/04/29 10:00:41 午後 GMT+9,愛知県,1,0,0,0,0,0,2,0,0,0,0,0
2017/04/29 10:02:17 午後 GMT+9,千葉県,1,1,0,0,1,1,2,0,0,0,0,2
2017/04/29 10:02:45 午後 GMT+9,東京都,1,1,1,1,1,1,0,2,0,0,0,2
2017/04/29 10:03:01 午後 GMT+9,千葉県,2,2,8,8,7,7,0,0,0,0,2,0
2017/04/29 10:05:25 午後 GMT+9,神奈川県,8,8,5,5,9,9,0,0,0,0,2,0
2017/04/29 10:12:06 午後 GMT+9,神奈川県,0,0,1,1,0,0,0,0,2,0,0,0
2017/04/29 10:14:18 午後 GMT+9,東京都,2,2,2,2,1,1,0,2,0,0,2,0
2017/04/29 10:19:28 午後 GMT+9,,4,4,1,1,7,7,0,0,0,0,2,0
2017/04/29 10:21:27 午後 GMT+9,,0,2,0,2,0,2,0,2,0,2,0,2
2017/04/29 10:22:40 午後 GMT+9,神奈川県,0,0,0,0,3,3,0,0,0,0,1,0
2017/04/29 10:24:13 午後 GMT+9,岐阜県,4,4,4,4,2,2,0,2,0,0,2,0
2017/04/29 10:25:32 午後 GMT+9,神奈川県,1,1,1,1,4,4,0,0,1,0,0,1
2017/04/29 10:25:38 午後 GMT+9,愛知県,3,3,0,0,0,0,0,0,0,0,0,0
2017/04/29 10:27:10 午後 GMT+9,大阪府,4,4,4,4,4,4,0,0,2,0,0,2
2017/04/29 10:27:34 午後 GMT+9,大阪府,3,3,3,3,3,3,0,0,0,0,0,0
2017/04/29 10:31:13 午後 GMT+9,茨城県,0,0,0,0,0,2,0,0,0,0,0,2
2017/04/29 10:31:45 午後 GMT+9,愛知県,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/29 10:32:27 午後 GMT+9,栃木県,1,1,1,1,2,2,0,0,0,0,0,0
2017/04/29 10:33:19 午後 GMT+9,神奈川県,3,3,0,0,3,3,1,0,0,0,1,0
2017/04/29 10:34:40 午後 GMT+9,静岡県,1,1,0,0,0,0,1,0,0,0,0,0
2017/04/29 10:35:25 午後 GMT+9,宮城県,0,0,0,0,4,6,0,0,0,0,0,2
2017/04/29 10:36:18 午後 GMT+9,埼玉県,0,0,0,0,1,1,0,0,0,0,0,1
2017/04/29 10:37:37 午後 GMT+9,長野県,15,15,10,10,10,10,0,0,1,1,1,2
2017/04/29 10:41:09 午後 GMT+9,神奈川県,5,5,0,0,1,1,0,0,0,0,0,1
2017/04/29 10:47:36 午後 GMT+9,,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/29 10:50:05 午後 GMT+9,京都府,2,2,2,2,2,2,0,0,0,0,0,2
2017/04/29 10:52:39 午後 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,1,0
2017/04/29 10:53:07 午後 GMT+9,岩手県,0,0,0,0,1,0,0,0,0,0,2,0
2017/04/29 10:55:49 午後 GMT+9,東京都,4,4,5,5,5,5,0,0,0,2,2,0
2017/04/29 10:57:19 午後 GMT+9,兵庫県,2,2,0,0,1,1,2,0,0,0,0,0
2017/04/29 11:01:22 午後 GMT+9,神奈川県,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 11:03:26 午後 GMT+9,東京都,2,2,4,4,6,6,0,0,0,0,0,2
2017/04/29 11:07:41 午後 GMT+9,岐阜県,0,0,0,0,0,0,0,0,0,0,0,0
2017/04/29 11:08:56 午後 GMT+9,東京都,3,3,3,3,4,4,0,0,0,2,2,0
2017/04/29 11:11:33 午後 GMT+9,東京都,7,7,7,7,6,6,0,0,0,0,0,2
2017/04/29 11:15:42 午後 GMT+9,東京都,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/29 11:19:41 午後 GMT+9,愛知県,2,2,2,2,2,2,0,0,0,0,2,0
2017/04/29 11:27:04 午後 GMT+9,,5,5,5,5,5,5,0,2,0,0,2,0
2017/04/29 11:31:43 午後 GMT+9,神奈川県,2,2,2,2,2,2,0,0,0,0,2,0
2017/04/29 11:32:00 午後 GMT+9,広島県,7,7,7,7,8,8,0,0,0,0,2,0
2017/04/29 11:37:47 午後 GMT+9,神奈川県,5,5,3,3,5,5,0,2,0,0,0,0
2017/04/29 11:41:21 午後 GMT+9,大阪府,1,1,0,0,0,0,0,0,0,0,0,0
2017/04/29 11:42:22 午後 GMT+9,愛知県,1,1,1,1,0,0,0,2,0,0,0,0
2017/04/29 11:43:19 午後 GMT+9,埼玉県,1,1,1,1,1,1,0,2,0,0,0,2
2017/04/29 11:43:37 午後 GMT+9,東京都,1,1,1,1,1,0,0,2,0,0,0,0
2017/04/29 11:52:40 午後 GMT+9,神奈川県,2,2,1,1,3,3,0,0,0,0,2,0
2017/04/29 11:55:25 午後 GMT+9,東京都,1,1,1,1,1,1,2,0,0,0,2,0
2017/04/29 11:56:32 午後 GMT+9,広島県,1,1,1,1,1,1,0,0,0,0,0,2
2017/04/29 11:56:41 午後 GMT+9,,3,3,3,3,3,3,0,0,0,0,2,0
2017/04/30 12:13:44 午前 GMT+9,,1,0,0,1,1,0,1,0,0,0,1,0
2017/04/30 12:27:49 午前 GMT+9,京都府,1,1,1,1,1,1,0,0,1,0,0,1
2017/04/30 12:57:53 午前 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/30 1:12:22 午前 GMT+9,埼玉県,0,0,0,0,3,3,0,0,0,0,0,2
2017/04/30 1:39:43 午前 GMT+9,愛知県,1,1,0,0,2,2,0,0,0,0,2,0
2017/04/30 1:41:18 午前 GMT+9,三重県,1,0,0,0,0,0,2,0,0,0,0,0
2017/04/30 1:49:06 午前 GMT+9,群馬県,1,1,1,1,1,1,0,0,1,0,1,0
2017/04/30 1:52:02 午前 GMT+9,,1,1,1,0,1,1,0,0,0,0,0,1
2017/04/30 2:05:33 午前 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/30 4:32:34 午前 GMT+9,山口県,4,4,4,4,4,4,0,0,0,0,1,0
2017/04/30 6:21:14 午前 GMT+9,和歌山県,1,1,1,1,1,1,0,0,0,0,0,2
2017/04/30 6:31:39 午前 GMT+9,愛知県,1,1,1,1,1,1,0,0,0,0,1,0
2017/04/30 6:46:35 午前 GMT+9,,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/30 7:35:20 午前 GMT+9,石川県,6,6,4,4,2,2,2,0,0,0,0,2
2017/04/30 8:06:17 午前 GMT+9,東京都,3,3,1,1,3,3,1,0,0,0,1,0
2017/04/30 8:15:31 午前 GMT+9,大阪府,0,2,0,2,2,0,0,0,0,0,2,0
2017/04/30 8:52:18 午前 GMT+9,岐阜県,4,4,3,3,1,1,2,0,0,0,2,0
2017/04/30 8:52:53 午前 GMT+9,愛知県,3,3,4,4,2,2,0,0,0,2,2,0
2017/04/30 8:53:19 午前 GMT+9,埼玉県,0,0,0,0,2,2,0,0,0,0,0,1
2017/04/30 8:53:53 午前 GMT+9,大阪府,0,0,3,3,0,0,0,0,0,0,0,0
2017/04/30 8:54:22 午前 GMT+9,愛知県,1,1,1,1,0,0,0,0,0,0,0,0
2017/04/30 9:37:22 午前 GMT+9,神奈川県,3,3,3,3,1,1,0,0,0,0,0,0
2017/04/30 10:11:54 午前 GMT+9,埼玉県,6,6,5,5,5,5,0,0,0,0,1,0
2017/04/30 10:16:11 午前 GMT+9,神奈川県,3,3,0,0,3,3,0,0,0,0,2,0
2017/04/30 10:30:06 午前 GMT+9,石川県,0,0,2,2,0,0,0,0,0,0,0,0
2017/04/30 10:33:10 午前 GMT+9,神奈川県,0,0,0,0,1,1,0,0,0,0,2,0
2017/04/30 10:52:17 午前 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,2,0
2017/04/30 11:11:13 午前 GMT+9,東京都,0,0,0,0,5,5,0,0,0,0,0,2
2017/04/30 11:47:18 午前 GMT+9,茨城県,0,0,0,0,2,2,0,0,0,0,0,2
2017/04/30 12:38:55 午後 GMT+9,静岡県,1,1,1,1,1,1,0,0,1,0,1,0
2017/04/30 1:47:20 午後 GMT+9,埼玉県,0,0,0,0,9,9,0,0,0,0,1,0
2017/04/30 2:09:31 午後 GMT+9,愛知県,1,1,0,0,0,0,0,2,0,0,0,0
2017/04/30 2:21:18 午後 GMT+9,,0,0,1,1,0,0,0,0,1,0,0,0
2017/04/30 2:27:53 午後 GMT+9,岐阜県,1,1,0,0,0,0,0,0,0,0,0,0
2017/04/30 3:38:15 午後 GMT+9,東京都,12,0,0,0,0,6,0,0,0,0,0,2
2017/04/30 3:39:06 午後 GMT+9,神奈川県,0,0,0,0,1,1,0,0,0,0,0,2
2017/04/30 3:40:55 午後 GMT+9,神奈川県,0,0,0,0,5,5,0,0,0,0,0,2
2017/04/30 3:42:32 午後 GMT+9,東京都,0,0,0,0,0,1,0,0,0,0,0,2
2017/04/30 4:11:47 午後 GMT+9,静岡県,1,1,1,1,1,1,0,2,0,0,0,2
2017/04/30 5:06:18 午後 GMT+9,福島県,1,1,1,1,1,1,0,0,0,0,0,0
2017/04/30 5:31:50 午後 GMT+9,神奈川県,0,0,0,0,3,0,0,0,0,0,2,0
2017/04/30 5:32:29 午後 GMT+9,神奈川県,0,0,0,0,3,0,0,0,0,0,2,0
2017/04/30 6:23:21 午後 GMT+9,東京都,1,1,1,1,1,1,2,0,0,0,0,2
2017/04/30 7:45:13 午後 GMT+9,石川県,1,1,2,2,0,2,0,0,0,0,0,1
2017/04/30 8:01:06 午後 GMT+9,大阪府,2,2,10,4,12,12,0,0,0,0,2,0
2017/04/30 8:02:58 午後 GMT+9,,5,5,5,5,6,6,0,0,0,2,0,2
2017/04/30 8:19:46 午後 GMT+9,東京都,3,3,0,0,0,0,0,0,0,0,0,0
2017/04/30 8:21:06 午後 GMT+9,愛知県,5,5,5,5,5,5,2,0,0,0,2,0
2017/04/30 8:26:06 午後 GMT+9,,3,3,4,4,0,3,0,0,0,1,0,1
2017/04/30 9:13:00 午後 GMT+9,東京都,1,0,1,0,1,0,0,0,0,0,1,0
2017/04/30 9:34:25 午後 GMT+9,,2,2,2,2,4,2,0,0,0,0,1,0
2017/04/30 9:48:57 午後 GMT+9,大阪府,1,1,1,1,3,3,0,0,0,0,0,2
2017/04/30 10:05:24 午後 GMT+9,京都府,5,5,5,5,5,5,2,0,0,0,2,0
2017/04/30 10:07:11 午後 GMT+9,東京都,1,1,1,1,1,1,0,0,0,0,0,2
2017/04/30 10:07:59 午後 GMT+9,東京都,1,1,1,0,1,1,0,0,2,0,0,2
2017/04/30 10:08:01 午後 GMT+9,,0,0,1,1,0,0,0,0,0,0,0,0
2017/04/30 10:08:58 午後 GMT+9,大阪府,6,6,6,6,6,6,0,0,0,0,0,2
2017/04/30 10:11:37 午後 GMT+9,香川県,0,0,3,3,0,0,0,0,0,2,0,0
2017/04/30 10:43:46 午後 GMT+9,大阪府,5,5,11,11,7,7,0,0,0,0,2,0
2017/04/30 10:55:24 午後 GMT+9,福島県,0,0,0,0,0,2,0,0,0,0,0,2
2017/04/30 11:03:12 午後 GMT+9,,7,0,0,0,4,0,1,0,0,0,1,0
2017/04/30 11:14:30 午後 GMT+9,岡山県,0,0,3,3,0,0,0,0,0,0,0,0
2017/04/30 11:30:47 午後 GMT+9,愛知県,7,7,3,3,0,0,0,0,0,0,0,0
2017/04/30 11:42:56 午後 GMT+9,三重県,3,3,2,2,1,1,2,0,0,2,2,0
2017/05/01 12:38:25 午前 GMT+9,静岡県,5,5,1,1,5,5,0,0,0,0,0,2
2017/05/01 12:38:53 午前 GMT+9,東京都,0,0,0,0,4,4,0,0,0,0,1,0
2017/05/01 12:39:18 午前 GMT+9,東京都,0,0,0,0,6,6,0,0,0,0,1,0
2017/05/01 12:39:29 午前 GMT+9,神奈川県,1,1,1,1,1,1,0,0,0,0,0,0
2017/05/01 12:39:47 午前 GMT+9,茨城県,1,1,1,1,1,1,0,2,0,0,2,0
2017/05/01 12:39:58 午前 GMT+9,愛知県,1,1,0,0,0,0,2,0,0,0,0,0
2017/05/01 12:40:09 午前 GMT+9,,0,0,0,0,0,0,0,0,0,0,0,0
2017/05/01 12:40:32 午前 GMT+9,,2,2,1,1,1,1,2,0,2,0,2,0
2017/05/01 12:40:50 午前 GMT+9,徳島県,3,3,3,3,3,3,0,0,0,0,1,0
2017/05/01 12:40:57 午前 GMT+9,,0,0,0,0,3,3,0,0,0,0,2,0
